,num_samples,duration,offset_seconds,window_seconds,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,code_version,echoprint_version,synch_version,rhythm_version,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness,valence,name,track,genre
16,4041618,183.29333,0,0,22050,1,0.59619,173.65043,-27.999,69.003,0.161,4,0.062,10,0.62,1,0.652,3.15,4.12,1.0,1.0,0.964,0.183,183293,0.0303,0.925,0.108,0.0448,0.0422,Gabriel Fauré,"Requiem in D Minor, Op. 48: IV. Pie Jesu (Ed. Marc Rigaudière)",classical
17,15677550,711.0,0,0,22050,1,2.02594,700.45315,-16.519,141.53,0.071,4,0.854,4,0.46,0,0.555,3.15,4.12,1.0,1.0,0.921,0.239,711000,0.134,0.802,0.115,0.035,0.118,Antonín Dvořák,"Symphony No.9 In E Minor, Op.95, B.178 - ""From The New World"": 4. Allegro con fuoco",classical
18,19908504,902.88,0,0,22050,1,4.5337,891.27474,-21.091,69.013,0.065,4,0.62,10,0.299,1,0.451,3.15,4.12,1.0,1.0,0.976,0.233,902880,0.168,0.9,0.105,0.0341,0.0635,Sergei Rachmaninoff,"Piano Concerto No. 3 in D Minor, Op. 30: I. Allegro",classical
19,7386162,334.97333,0,0,22050,1,0.0,315.59401,-16.76,139.409,0.065,4,0.776,3,0.838,1,0.636,3.15,4.12,1.0,1.0,0.979,0.513,334973,0.147,0.907,0.1,0.0845,0.126,Paul Lewis,Pictures at an Exhibition: Pictures at an Exhibition: X. The great gate of Kiev,classical
20,10552542,478.57333,0,0,22050,1,1.02463,438.94422,-25.217,87.882,0.192,4,0.022,4,0.526,0,0.573,3.15,4.12,1.0,1.0,0.944,0.148,478573,0.0722,0.148,0.115,0.0427,0.0467,Jacqueline du Pré,"Cello Concerto in E Minor, Op.85 (1988 Digital Remaster): I. Adagio - Moderato",classical
21,4201848,190.56,0,0,22050,1,5.10839,180.87764,-37.89,81.93,0.055,3,0.655,7,0.586,1,0.628,3.15,4.12,1.0,1.0,0.996,0.425,190560,0.00472,0.953,0.0985,0.0479,0.484,Erik Satie,3 Gymnopédies: No.1,classical
22,14530950,659.0,0,0,22050,1,8.06313,630.30567,-32.866,79.556,0.187,1,0.325,5,0.709,1,0.556,3.15,4.12,1.0,1.0,0.839,0.074,659000,0.0114,0.883,0.122,0.0438,0.0339,Gustav Mahler,Symphony No.5 In C Sharp Minor: 4. Adagietto (Sehr langsam),classical
23,6032044,273.56209,0,0,22050,1,0.58059,261.96753,-14.49,149.089,0.266,4,1.0,9,0.625,0,0.645,3.15,4.12,1.0,1.0,0.927,0.367,273562,0.316,0.779,0.113,0.0429,0.242,Astor Piazzolla,Piazzolla: Libertango,classical
24,3557988,161.36,0,0,22050,1,0.67968,153.838,-32.855,72.774,0.194,3,0.16,8,0.048,1,0.194,3.15,4.12,1.0,1.0,0.994,0.222,161360,0.0119,0.925,0.102,0.0357,0.14,Franz Liszt,"Années de pèlerinage, 1ère année ""Suisse"", S. 160: No. 2. Au lac de Wallenstadt (At the Lake of Wallenstadt)",classical
25,6758325,306.5,0,0,22050,1,2.16526,306.5,-20.923,78.221,0.183,3,0.221,0,0.631,1,0.617,3.15,4.12,1.0,1.0,0.808,0.201,306500,0.0628,0.785,0.423,0.0396,0.113,Sergei Prokofiev,"Romeo And Juliet, Op.64 / Act 1: Dance of the Knights",classical
26,12381075,561.5,0,0,22050,1,6.93116,546.28426,-34.595,74.524,0.126,4,0.977,4,0.482,1,0.684,3.15,4.12,1.0,1.0,0.976,0.128,561500,0.0159,0.949,0.0874,0.0399,0.0373,Maurice Ravel,"Piano Concerto in G Major, M. 83: 2. Adagio assai",classical
27,6094620,276.4,0,0,22050,1,0.39492,269.86231,-21.696,81.164,0.078,4,0.632,2,0.18,1,0.26,3.15,4.12,1.0,1.0,0.991,0.319,276400,0.158,0.882,0.164,0.0585,0.163,Balazs Szokolay,"Roman nepi tancok (Romanian Folk Dances), BB 68: Romanian Folk Dances, Sz 56",classical
28,10200918,462.62667,0,0,22050,1,2.0898,452.63238,-27.516,106.239,0.041,4,0.801,7,0.773,1,0.803,3.15,4.12,1.0,1.0,0.984,0.159,462627,0.0401,0.76,0.156,0.0446,0.106,Franz Joseph Haydn,"String Quartet No. 62 in C Major, Op. 76, No. 3, Hob.III:77, ""Emperor"": II. Poco adagio, cantabile",classical
29,13587798,616.22667,0,0,22050,1,0.61057,587.39519,-20.726,129.258,0.053,4,0.689,6,0.239,1,0.257,3.15,4.12,1.0,1.0,0.984,0.229,616227,0.0569,0.847,0.0982,0.0416,0.0358,Manuel de Falla,Noches en los jardines de España: I. En el Generalife. Allegretto tranquillo e misterioso,classical
30,6111378,277.16,0,0,22050,1,0.73769,271.85923,-27.63,115.503,0.149,3,0.383,7,0.003,1,0.161,3.15,4.12,1.0,1.0,0.984,0.376,277160,0.0726,0.907,0.115,0.0425,0.228,Isaac Albéniz,"Suite española, Op.47: Sevilla (Sevillanas)",classical
31,9371250,425.0,0,0,22050,1,1.30912,419.86902,-20.747,92.122,0.14,4,0.9,4,0.723,1,0.529,3.15,4.12,1.0,1.0,0.906,0.322,425000,0.14,0.759,0.125,0.0489,0.285,Gioachino Rossini,Il barbiere di Siviglia: Overture (Sinfonia),classical
32,15179514,688.41333,0,0,22050,1,13.00898,652.1034,-23.372,155.221,0.052,3,0.503,2,0.701,1,0.668,3.15,4.12,1.0,1.0,0.938,0.322,688413,0.0458,0.000462,0.0494,0.0539,0.037,Arvo Pärt,Fratres,classical
33,15593172,707.17333,0,0,22050,1,10.22259,702.6068,-24.824,94.736,0.094,4,0.46,2,0.749,1,0.439,3.15,4.12,1.0,1.0,0.975,0.233,707173,0.0252,0.604,0.143,0.0346,0.0936,Johann Strauss II,"An der schönen blauen Donau, Op.314",classical
34,9639378,437.16,0,0,22050,1,0.89819,430.23673,-17.417,170.643,0.045,5,0.49,9,0.704,0,0.718,3.15,4.12,1.0,1.0,0.979,0.184,437160,0.157,0.000423,0.167,0.044,0.0805,Claudio Monteverdi,Psalmus 109. dixit dominus,classical
35,3376590,153.13333,0,0,22050,1,0.51578,139.65642,-35.392,77.847,0.035,3,0.681,7,0.495,1,0.726,3.15,4.12,1.0,1.0,0.99,0.2,153133,0.0128,0.73,0.103,0.0446,0.0572,Camille Saint-Saëns,"Le carnaval des animaux, R. 125 (Arr. for 2 Pianos & Orchestra): XIII. Le cygne",classical
36,4599336,208.58667,0,0,22050,1,2.26395,208.58667,-30.172,87.14,0.052,3,0.562,11,0.532,0,0.382,3.15,4.12,1.0,1.0,0.947,0.101,208587,0.0241,0.847,0.0693,0.0485,0.0329,Igor Stravinsky,The Rite of Spring: Part One: Adoration of the Earth: Introduction,classical
37,5600700,254.0,0,0,22050,1,1.31374,245.02857,-32.313,93.243,0.023,3,0.36,2,0.516,0,0.604,3.15,4.12,1.0,1.0,0.994,0.389,254000,0.0174,0.892,0.0669,0.0393,0.327,Domenico Scarlatti,"Sonata In D Minor, K.9",classical
38,7538739,341.89293,0,0,22050,1,7.30268,321.31193,-39.286,122.417,0.058,3,0.611,0,0.457,1,0.521,3.15,4.12,1.0,1.0,0.293,0.169,341893,0.00183,0.836,0.117,0.0475,0.04,Carlos Kalmar,The Unanswered Question,classical
39,2212644,100.34667,0,0,22050,1,2.59483,89.04272,-25.59,110.502,0.25,4,0.935,10,0.772,1,0.834,3.15,4.12,1.0,1.0,0.99,0.191,100347,0.0946,0.933,0.101,0.0365,0.348,François Couperin,Les Baricades Mistérieuses (6e ordre),classical
40,9520896,431.78667,0,0,22050,1,9.82204,422.00526,-17.76,146.755,0.042,4,1.0,10,0.402,1,0.443,3.15,4.12,1.0,1.0,0.95,0.356,431787,0.207,0.914,0.0802,0.0388,0.328,Swedish Radio Symphony Orchestra,"Symphonie fantastique, Op. 14: Symphonie fantastique, Op. 14: IV. Marche au supplice",classical
41,5538960,251.2,0,0,22050,1,1.11383,251.2,-19.369,142.499,0.18,4,1.0,2,0.597,1,0.804,3.15,4.12,1.0,1.0,0.839,0.386,251200,0.0738,0.947,0.155,0.0433,0.172,Wolfgang Amadeus Mozart,"Le Nozze di Figaro, K. 492: Sinfonia",classical
42,3438918,155.96,0,0,22050,1,3.21596,151.3941,-14.718,139.599,0.169,3,0.335,10,0.476,1,0.539,3.15,4.12,1.0,1.0,0.885,0.442,155960,0.256,0.0618,0.146,0.0469,0.274,Carl Orff,Carmina Burana / Fortuna Imperatrix Mundi: 1. O Fortuna,classical
43,25361028,1150.16,0,0,22050,1,8.21406,1145.00499,-19.466,61.017,0.009,4,0.774,8,0.158,1,0.311,3.15,4.12,1.0,1.0,0.948,0.0704,1150160,0.0657,0.874,0.108,0.0387,0.0361,Anton Bruckner,"Symphony No. 4 in E-Flat Major, WAB 104, ""Romantic"": I. Bewegt, nicht zu schnell - Live",classical
44,4042500,183.33333,0,0,22050,1,0.51143,166.55093,-23.482,107.44,0.031,4,1.0,4,0.783,1,0.735,3.15,4.12,1.0,1.0,0.935,0.193,183333,0.095,0.277,0.109,0.0468,0.0419,George Frideric Handel,"Serse: Aria ""Ombra mai fù"" (Atto I, scena 1)",classical
45,21602826,979.72,0,0,22050,1,2.39166,971.87701,-15.716,84.962,0.155,4,0.553,9,0.222,0,0.296,3.15,4.12,1.0,1.0,0.849,0.155,979720,0.176,0.818,0.123,0.0374,0.0372,Dmitri Shostakovich,"Symphony No. 5 in D Minor, Op. 47: I. Moderato",classical
46,20868120,946.4,0,0,22050,1,0.15116,939.48517,-16.986,77.208,0.07,4,0.606,9,0.352,1,0.283,3.15,4.12,1.0,1.0,0.963,0.341,946400,0.247,0.763,0.232,0.0457,0.0994,George Gershwin,Rhapsody in Blue,classical
47,12215700,554.0,0,0,22050,1,2.68771,548.44952,-17.533,139.998,0.036,3,0.17,4,0.682,0,0.6,3.15,4.12,1.0,1.0,0.966,0.245,554000,0.137,0.813,0.0998,0.0379,0.066,Johannes Brahms,"Symphony No.4 In E Minor, Op.98: 4. Allegro energico e passionato - Più allegro",classical
48,9999822,453.50667,0,0,22050,1,0.82472,447.52399,-13.99,99.419,0.36,4,0.997,3,0.496,1,0.787,3.15,4.12,1.0,1.0,0.829,0.441,453507,0.319,0.0,0.0765,0.0392,0.671,Johann Sebastian Bach,Violin Concerto BWV 1042 in E Major: Violin Concerto BWV 1042 in E Major: I. Allegro,classical
49,7365876,334.05333,0,0,22050,1,5.24771,303.25261,-24.846,61.757,0.068,4,0.604,1,0.174,1,0.354,3.15,4.12,1.0,1.0,0.982,0.342,334053,0.0179,0.906,0.0831,0.0387,0.0382,Frédéric Chopin,"Nocturne No.1 in B flat minor, Op.9 No.1",classical
50,4041030,183.26667,0,0,22050,1,0.0,176.97088,-15.271,77.903,0.024,4,0.743,1,0.654,1,0.592,3.15,4.12,1.0,1.0,0.978,0.186,183267,0.124,0.865,0.111,0.0434,0.248,Aaron Copland,Appalachian Spring: VII. Doppio movimento,classical
51,9759330,442.6,0,0,22050,1,0.52041,404.41034,-41.044,64.364,0.229,4,0.798,1,0.665,0,0.803,3.15,4.12,1.0,1.0,0.995,0.244,442600,0.0021,0.86,0.161,0.0417,0.187,Ludwig van Beethoven,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",classical
52,10628100,482.0,0,0,22050,1,0.51683,476.92626,-23.338,94.463,0.067,3,0.326,8,0.458,1,0.542,3.15,4.12,1.0,1.0,0.891,0.144,482000,0.0868,0.904,0.177,0.0387,0.0737,Jean Sibelius,"Symphony No.5 in E flat, Op.82: 3. Allegro molto",classical
53,8897028,403.49333,0,0,22050,1,0.0,381.93923,-25.234,101.45,0.048,3,0.658,7,0.424,0,0.373,3.15,4.12,1.0,1.0,0.887,0.357,403493,0.00648,0.678,0.132,0.0456,0.0925,Igor Levit,The People United Will Never Be Defeated! - 36 Variations on ¡El pueblo unido jamás será vencido!: Var. 36 - Improvisation,classical
54,15033102,681.77333,0,0,22050,1,0.19542,676.27537,-15.506,139.347,0.086,4,0.843,4,0.191,0,0.201,3.15,4.12,1.0,1.0,0.959,0.279,681773,0.302,0.898,0.114,0.0396,0.167,Pyotr Ilyich Tchaikovsky,"Symphony No. 5 in E Minor, Op. 64: IV. Andante maestoso - Allegro vivace",classical
55,2416386,109.58667,0,0,22050,1,1.28068,99.46848,-22.054,97.508,0.603,3,0.76,0,0.671,0,0.751,3.15,4.12,1.0,1.0,0.878,0.292,109587,0.202,0.0645,0.055,0.0328,0.501,Henry Purcell,Round O ZT684 (from Abdelazer),classical
56,10576995,479.68231,0,0,22050,1,2.95474,474.35465,-22.124,126.779,0.448,3,0.947,7,0.282,1,0.352,3.15,4.12,1.0,1.0,0.931,0.416,479682,0.0509,0.0778,0.0691,0.0478,0.353,Franz Joseph Haydn,"Symphony No. 92 in G Major, Hob. I:92 - ""Oxford Symphony"": I. Adagio - Allegro spiritoso",classical
57,8028258,364.09333,0,0,22050,1,0.47995,350.60971,-18.615,94.404,0.097,4,0.101,9,0.4,1,0.427,3.15,4.12,1.0,1.0,0.958,0.25,364093,0.135,0.0349,0.0477,0.0488,0.179,Joshua Bell,"Violin Sonata in A Major, FWV 8: Allegretto poco mosso",classical
58,14057610,637.53333,0,0,22050,1,43.72898,613.75565,-25.246,124.612,0.012,4,0.445,4,0.177,0,0.413,3.15,4.12,1.0,1.0,0.974,0.219,637533,0.0937,0.897,0.278,0.0434,0.0347,John Adams,Harmonium (for large orchestra and chorus): Part 1 - Negative Love,classical
59,35719824,1619.94667,0,0,22050,1,4.13315,1488.01016,-25.755,81.113,0.169,3,0.075,1,0.756,1,0.545,3.15,4.12,1.0,1.0,0.805,0.137,1619947,0.0292,0.298,0.0651,0.0425,0.0309,Gustav Mahler,Symphony No. 9 in D Major: IV. Adagio - Sehr langsam und noch zuruckhaltend,classical
60,35945616,1630.18667,0,0,22050,1,12.92771,1584.58195,-18.636,87.983,0.081,3,0.222,4,0.116,0,0.071,3.15,4.12,1.0,1.0,0.965,0.168,1630187,0.144,0.767,0.101,0.0422,0.0357,Pyotr Ilyich Tchaikovsky,"Verklärte Nacht, Op. 4",classical
61,5985252,271.44,0,0,22050,1,0.40476,263.60454,-30.742,103.833,0.148,4,0.715,8,0.315,1,0.535,3.15,4.12,1.0,1.0,0.943,0.187,271440,0.0169,0.891,0.101,0.0359,0.0843,Sergei Prokofiev,"Lieutenant Kijé, Op. 60: II. Romance",classical
62,5853246,265.45333,0,0,22050,1,1.22118,254.31075,-14.968,88.166,0.113,4,0.324,5,0.215,0,0.29,3.15,4.12,1.0,1.0,0.954,0.24,265453,0.275,0.164,0.0839,0.0398,0.196,Dmitri Shostakovich,"Shostakovich: Piano Quintet in G Minor, Op. 57: I. Prelude (Lento) [Live]",classical
63,20771100,942.0,0,0,22050,1,4.05769,934.78313,-20.274,122.239,0.016,4,0.62,2,0.217,1,0.425,3.15,4.12,1.0,1.0,0.963,0.231,942000,0.133,0.659,0.135,0.0437,0.0564,Mstislav Rostropovich,"Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro",classical
64,5130594,232.68,0,0,22050,1,0.07388,222.29624,-16.066,107.819,0.5,4,0.896,6,0.876,1,0.828,3.15,4.12,1.0,1.0,0.903,0.511,232680,0.25,0.00137,0.174,0.0342,0.396,George Frideric Handel,"Messiah, HWV 56, Pt. 1: For unto us a child is born - Part I",classical
65,12925122,586.17333,0,0,22050,1,0.2122,571.62304,-21.248,108.887,0.377,3,0.703,7,0.526,0,0.574,3.15,4.12,1.0,1.0,0.963,0.308,586173,0.217,0.858,0.334,0.0429,0.443,Kronos Quartet,G-Song,classical
66,6841086,310.25333,0,0,22050,1,6.90794,277.01406,-30.221,80.347,0.112,4,0.82,7,0.037,0,0.496,3.15,4.12,1.0,1.0,0.978,0.132,310253,0.0083,0.00393,0.132,0.0616,0.0391,Antonio Vivaldi,"Nisi Dominus, RV 608: IV. Cum dederit",classical
67,10565478,479.16,0,0,22050,1,2.46132,469.58875,-13.969,132.463,0.023,4,0.768,5,0.109,1,0.305,3.15,4.12,1.0,1.0,0.947,0.322,479160,0.264,0.863,0.0928,0.0388,0.176,Sir Adrian Boult,"The Planets, Op.32/H.125: Jupiter, the Bringer of Jollity (Allegro giouoso)",classical
68,4668152,211.70757,0,0,22050,1,3.2566,197.31156,-27.569,83.457,0.021,4,0.667,9,0.228,1,0.407,3.15,4.12,1.0,1.0,0.991,0.24,211708,0.0309,0.00052,0.0691,0.0578,0.0395,Anonymous 4,"Antiphon, O quam mirabilis est",classical
69,37072812,1681.30667,0,0,22050,1,8.69007,1674.72762,-23.083,64.276,0.02,4,0.511,0,0.647,1,0.675,3.15,4.12,1.0,1.0,0.901,0.166,1681307,0.0952,0.668,0.0498,0.0491,0.0388,Northwestern University Symphonic Wind Ensemble,Symphony No. 4,classical
70,7436436,337.25333,0,0,22050,1,0.50553,319.15828,-23.415,90.779,0.024,1,0.378,4,0.0,0,0.044,3.15,4.12,1.0,1.0,0.873,0.205,337253,0.0686,0.402,0.0909,0.0462,0.0359,Nicola Benedetti,Meditation: Méditation from Thaïs,classical
71,16802982,762.04,0,0,22050,1,0.43669,730.48816,-15.247,89.451,0.0,4,0.657,0,0.304,1,0.409,3.15,4.12,1.0,1.0,0.915,0.235,762040,0.282,0.709,0.2,0.0523,0.103,Borusan Istanbul Philharmonic Orchestra,"Scheherezade, Op. 35: IV. The Festival of Bagdad, The Sea, The Ship Goes to Places on a Rock Surmounted by a Bronze Warrior",classical
72,4003104,181.54667,0,0,22050,1,0.6039,165.78467,-36.886,69.813,0.221,5,0.647,2,0.51,0,0.665,3.15,4.12,1.0,1.0,0.989,0.279,181547,0.00461,0.982,0.0638,0.0439,0.039,Yuja Wang,"Orfeo ed Euridice, Wq. 30 - Arranged Sgambati / Act 2: Melodie dell'Orfeo",classical
73,5955264,270.08,0,0,22050,1,3.40172,266.94821,-20.916,136.432,0.033,3,0.294,9,0.815,1,0.756,3.15,4.12,1.0,1.0,0.995,0.164,270080,0.156,0.445,0.0915,0.0423,0.0396,Giovanni Pierluigi da Palestrina,Missa Papae Marcelli: Kyrie,classical
74,10727325,486.5,0,0,22050,1,0.27859,479.52689,-22.412,76.471,0.044,4,0.598,9,0.509,1,0.441,3.15,4.12,1.0,1.0,0.92,0.146,486500,0.0841,0.495,0.0825,0.0474,0.117,Alexander Borodin,String Quartet No.2 in D: 3. Notturno,classical
75,15204798,689.56,0,0,22050,1,1.01007,613.38413,-21.783,110.257,0.01,3,0.452,11,0.556,0,0.498,3.15,4.12,1.0,1.0,0.919,0.293,689560,0.0382,0.915,0.097,0.0413,0.0549,Pepe Romero,Concierto de Aranjuez for Guitar and Orchestra: 2. Adagio,classical
76,11850258,537.42667,0,0,22050,1,7.12853,500.08236,-24.133,73.954,0.056,3,0.377,10,0.513,0,0.686,3.15,4.12,1.0,1.0,0.974,0.102,537427,0.0733,0.859,0.28,0.0488,0.0308,Samuel Barber,Barber: Adagio for Strings,classical
77,3866394,175.34667,0,0,22050,1,0.23356,163.10857,-30.666,101.978,0.531,3,0.379,4,0.643,0,0.649,3.15,4.12,1.0,1.0,0.95,0.657,175347,0.102,0.0,0.263,0.0743,0.965,Hilary Hahn,light moving,classical
78,9298632,421.70667,0,0,22050,1,2.76898,413.44871,-18.908,130.285,0.0,4,0.193,1,0.502,1,0.679,3.15,4.12,1.0,1.0,0.826,0.165,421707,0.139,0.191,0.158,0.042,0.0394,Jean-Philippe Rameau,"Les Boréades, RCT 31, Acte IV, Scène IV: Entrée pour les Muses, les Zéphyres, les Saisons, les Heures et les Arts",classical
79,2900898,131.56,0,0,22050,1,0.24091,129.5151,-24.406,109.756,0.075,4,0.949,6,0.575,1,0.705,3.15,4.12,1.0,1.0,0.952,0.314,131560,0.00627,0.0671,0.0701,0.047,0.326,Georg Philipp Telemann,"Concerto In G Major TWV 40:201, For 4 Violins Without Basso Continuo: 1. Largo e staccato",classical
80,4965366,225.18667,0,0,22050,1,0.47397,211.46413,-25.264,136.645,0.159,4,0.798,9,0.49,0,0.806,3.15,4.12,1.0,1.0,0.984,0.214,225187,0.134,0.85,0.106,0.0386,0.219,Michael Nyman,The Heart Asks Pleasure First,classical
81,18099816,820.85333,0,0,22050,1,5.02132,812.29206,-18.055,94.868,0.045,4,0.537,9,0.477,0,0.593,3.15,4.12,1.0,1.0,0.975,0.303,820853,0.119,0.88,0.112,0.0386,0.038,Edvard Grieg,"Piano Concerto in A Minor, Op.16: I. Allegro molto moderato",classical
82,2802114,127.08,0,0,22050,1,0.2659,120.29678,-16.228,166.953,0.083,4,0.351,1,0.106,0,0.281,3.15,4.12,1.0,1.0,0.967,0.251,127080,0.304,0.896,0.105,0.0352,0.439,Vladimir Horowitz,"Étude in D-sharp minor, Op. 8, No. 12",classical
83,8317260,377.2,0,0,22050,1,2.07238,348.50249,-17.792,149.46,0.128,4,0.739,1,0.471,1,0.62,3.15,4.12,1.0,1.0,0.912,0.292,377200,0.164,0.0296,0.177,0.0342,0.284,Carl Philipp Emanuel Bach,"Symphony No. 1 in D major, Wq. 183/1: Symphony No. 1 in D major, Wq. 183/1: I. Allegro di molto",classical
84,5780334,262.14667,0,0,22050,1,2.02594,255.90712,-17.325,134.424,0.041,4,0.565,2,0.819,1,0.688,3.15,4.12,1.0,1.0,0.976,0.363,262147,0.115,0.0,0.0992,0.0689,0.231,Georges Bizet,"Bizet: Carmen, WD 31, Act 1 Scene 4: No. 5, Havanaise, ""L'amour est un oiseau rebelle"" (Carmen, Chorus)",classical
85,5881470,266.73333,0,0,22050,1,2.36263,256.89397,-21.772,91.74,0.294,3,0.401,11,0.651,1,0.549,3.15,4.12,1.0,1.0,0.931,0.194,266733,0.101,0.714,0.221,0.048,0.074,Jerusalem Quartet,String Quartet No. 1 'Kreutzer Sonata': String Quartet No. 1 'Kreutzer Sonata': I. Adagio. Con moto,classical
86,5152056,233.65333,0,0,22050,1,3.29723,223.98549,-20.702,101.073,0.116,3,0.762,8,0.778,0,0.586,3.15,4.12,1.0,1.0,0.985,0.214,233653,0.165,0.928,0.12,0.0352,0.2,Evgeny Kissin,"Auf dem Wasser zu singen, D.774 - Transcription: Franz Liszt, Searle 558 No.2",classical
87,15681666,711.18667,0,0,22050,1,2.78059,702.20626,-18.821,106.24,0.024,3,0.485,2,0.0,0,0.098,3.15,4.12,1.0,1.0,0.971,0.209,711187,0.157,0.335,0.102,0.0391,0.0338,Isabelle Faust,Violin Concerto - 'To the Memory of an Angel': Violin Concerto - 'To the Memory of an Angel': I. Andante - Allegretto,classical
